company_id,filing_id,date_received,docket_number,submission_type,status,primary_doc_url
d97e207f-0e1f-59f3-832e-6aef6a919ab6,10802275834108,2022-08-02,20-346,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/10802275834108/1
d97e207f-0e1f-59f3-832e-6aef6a919ab6,1019283547756,2020-10-19,20-346,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1019283547756/1
1c3d6678-7211-5b25-b79c-93cb6413f0a9,10623170853256,2022-06-23,21-470,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10623170853256/1
1c3d6678-7211-5b25-b79c-93cb6413f0a9,10412239877767,2022-04-12,21-470,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10412239877767/1
1c3d6678-7211-5b25-b79c-93cb6413f0a9,1206223609159,2021-12-06,21-470,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1206223609159/1
56397324-35a3-5f1e-975b-026f12b14892,123094471064,2021-12-30,22-22,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/123094471064/1
88d7ee66-7150-543f-92fc-886c0342e3c3,1116227312079,2021-11-16,21-454,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1116227312079/1
8fb1cf06-5c45-55ef-95fd-98e3fc58b156,11062880604602,2021-11-08,21-133,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/11062880604602/1
8fb1cf06-5c45-55ef-95fd-98e3fc58b156,1033160532439,2021-03-31,21-133,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1033160532439/1
c7008ebf-c0cd-5d74-9d70-3bd7bcf4799e,11022257214033,2021-11-02,21-187,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/11022257214033/1
c7008ebf-c0cd-5d74-9d70-3bd7bcf4799e,10430517830510,2021-04-30,21-187,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10430517830510/1
f40b56ea-9fe3-5464-8353-9f551b4bbe21,102623663562,2021-10-26,21-80,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/102623663562/1
f40b56ea-9fe3-5464-8353-9f551b4bbe21,104232367015349,2021-04-23,21-80,AMENDMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/104232367015349/1
f40b56ea-9fe3-5464-8353-9f551b4bbe21,10303087599061,2021-03-03,21-80,REQUEST,DISSEMINATED,https://www.fcc.gov/ecfs/document/10303087599061/1
161165a4-de07-5192-a770-45e0521e523e,1007162945805,2021-10-07,21-409,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1007162945805/1
152ad079-705a-5b7f-b72c-ca96485e3f19,10831017401701,2021-08-31,20-385,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/10831017401701/1
152ad079-705a-5b7f-b72c-ca96485e3f19,10219635126636,2021-02-19,20-385,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10219635126636/1
152ad079-705a-5b7f-b72c-ca96485e3f19,1110286733148,2020-11-10,20-385,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1110286733148/1
c2a3cc3e-da54-5d70-b83b-c5d50bdf92e6,1073006057072,2021-07-30,21-317,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1073006057072/1
21badf18-84f0-52e4-95da-d9c45bcae494,1072953610579,2021-07-29,20-262,EXHIBIT,DISSEMINATED,https://www.fcc.gov/ecfs/document/1072953610579/1
21badf18-84f0-52e4-95da-d9c45bcae494,1072942206316,2021-07-29,20-262,EXHIBIT,DISSEMINATED,https://www.fcc.gov/ecfs/document/1072942206316/1
21badf18-84f0-52e4-95da-d9c45bcae494,10629446919638,2021-06-29,20-262,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10629446919638/1
21badf18-84f0-52e4-95da-d9c45bcae494,10204030429150,2021-02-04,20-262,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10204030429150/1
21badf18-84f0-52e4-95da-d9c45bcae494,10807285368887,2020-08-07,20-262,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10807285368887/1
98680f30-bfe3-59f2-9abe-d1c9dc6c894f,1072188293350,2021-07-21,21-75,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/1072188293350/1
98680f30-bfe3-59f2-9abe-d1c9dc6c894f,10324187437564,2021-03-24,21-75,OTHER,DISSEMINATED,https://www.fcc.gov/ecfs/document/10324187437564/1
98680f30-bfe3-59f2-9abe-d1c9dc6c894f,10226589410300,2021-02-26,21-75,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10226589410300/1
e4ab5c3f-180d-5f11-bea0-33feb2b5a98a,10720570515804,2021-07-20,20-72,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/10720570515804/1
e4ab5c3f-180d-5f11-bea0-33feb2b5a98a,10307758410091,2020-03-07,20-72,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10307758410091/1
f2ff3194-fce1-51f1-9b86-21dc37659d1c,107162402026656,2021-07-16,18-124; 13-97; 17-97,REQUEST,DISSEMINATED,https://www.fcc.gov/ecfs/document/107162402026656/1
c4010a7e-0bc2-5fb8-aa15-e86cef398d5e,1071636854065,2021-07-16,21-305,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1071636854065/1
dac8becb-b72d-5680-a2e4-4c8d2862c7bc,10622653411343,2021-06-22,20-231,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10622653411343/1
dac8becb-b72d-5680-a2e4-4c8d2862c7bc,10610190451772,2021-06-10,20-231,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10610190451772/1
dac8becb-b72d-5680-a2e4-4c8d2862c7bc,107090549322396,2020-07-09,20-231,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/107090549322396/1
30fe3ba7-32f2-5d43-9669-0c5761ae1336,10617664510974,2021-06-17,21-268,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10617664510974/1
4f430037-ad8b-50df-afa2-10188a8de876,10615253389775,2021-06-15,21-307,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10615253389775/1
5e67c269-dd51-5544-9ea7-29d8077dac79,10615483509116,2021-06-15,21-132,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10615483509116/1
5e67c269-dd51-5544-9ea7-29d8077dac79,103312018123698,2021-03-31,21-132,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/103312018123698/1
bb910b93-0b98-5bec-852e-f660954a910a,106140701506582,2021-06-14,21-85,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/106140701506582/1
bb910b93-0b98-5bec-852e-f660954a910a,1031067825520,2021-03-10,21-85,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1031067825520/1
94f1f78d-f275-56b0-9eb1-33c0836c9b28,106022485225871,2021-06-02,21-34,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/106022485225871/1
94f1f78d-f275-56b0-9eb1-33c0836c9b28,1020146458953,2021-02-01,21-34,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1020146458953/1
9fa66b99-9ec6-53e3-9c19-c9d3a67d8102,106010466422631,2021-06-01,21-198,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/106010466422631/1
de35a15f-da3d-507f-a8eb-54057e3e474b,105222493115025,2021-05-24,20-400,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/105222493115025/1
de35a15f-da3d-507f-a8eb-54057e3e474b,1107053568259,2020-11-09,20-400,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1107053568259/1
fcea857c-8b98-51d1-a018-63bc0c4e05e4,105031001412688,2021-05-03,21-84,AMENDMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/105031001412688/1
fcea857c-8b98-51d1-a018-63bc0c4e05e4,103091434424453,2021-03-09,21-84,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/103091434424453/1
3bbaf312-4ec6-5bfe-a22c-64b6c366b6b2,10427260714090,2021-04-27,21-81,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10427260714090/1
3bbaf312-4ec6-5bfe-a22c-64b6c366b6b2,104272456821649,2021-04-27,21-81,AMENDMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/104272456821649/1
3bbaf312-4ec6-5bfe-a22c-64b6c366b6b2,10305032222655,2021-03-05,21-81,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10305032222655/1
57a4d507-77b8-595f-a031-6f7bb9fa6395,10426181809741,2021-04-26,20-314,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10426181809741/1
57a4d507-77b8-595f-a031-6f7bb9fa6395,10312419111397,2021-03-12,20-314,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10312419111397/1
57a4d507-77b8-595f-a031-6f7bb9fa6395,10917271023774,2020-09-17,20-314,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10917271023774/1
09470153-a8bc-5c9b-9a41-7cb7162d3308,10415255142409,2021-04-15,21-175,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10415255142409/1
751870c0-d75b-5b82-885e-29892c47a1f2,1041412525142,2021-04-14,20-149,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/1041412525142/1
751870c0-d75b-5b82-885e-29892c47a1f2,10414042405031,2021-04-14,20-149,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/10414042405031/1
751870c0-d75b-5b82-885e-29892c47a1f2,12181829010481,2020-12-18,20-149,REPLY TO COMMENTS,DISSEMINATED,https://www.fcc.gov/ecfs/document/12181829010481/1
751870c0-d75b-5b82-885e-29892c47a1f2,112404254049,2020-11-24,20-149,PETITION,DISSEMINATED,https://www.fcc.gov/ecfs/document/112404254049/1
751870c0-d75b-5b82-885e-29892c47a1f2,102677633522,2020-10-26,20-149,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/102677633522/1
751870c0-d75b-5b82-885e-29892c47a1f2,101966339783,2020-10-19,20-149,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/101966339783/1
751870c0-d75b-5b82-885e-29892c47a1f2,100219457221,2020-09-22,20-149,OTHER,DISSEMINATED,
751870c0-d75b-5b82-885e-29892c47a1f2,107071471827404,2020-07-07,17-272,WITHDRAWAL,DISSEMINATED,https://www.fcc.gov/ecfs/document/107071471827404/1
fcad12ff-7ce2-5e0d-ab44-9975a3a2a353,10413092127286,2021-04-13,21-199,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10413092127286/1
8736ceaf-6eb3-5dc8-9b2e-f6ea5beead66,104100434416212,2021-04-12,21-165,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/104100434416212/1
2af0cf95-110d-5afc-b58b-d7c21d5ddda8,104081095106635,2021-04-08,21-164,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/104081095106635/1
16ce77b2-bf2b-5349-8ab2-c574f1d3574e,104023017312274,2021-04-02,21-58,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/104023017312274/1
16ce77b2-bf2b-5349-8ab2-c574f1d3574e,10401251598645,2021-04-01,21-58,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10401251598645/1
16ce77b2-bf2b-5349-8ab2-c574f1d3574e,10217249180622,2021-02-17,21-58,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10217249180622/1
872f4907-0ecf-5c68-88de-adfccc130494,10331183471519,2021-03-31,21-117,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10331183471519/1
e22a9eba-1598-59cf-8dbf-cba7969c84d5,103300853700433,2021-03-30,21-116,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/103300853700433/1
d0036c2b-a5b1-5c2b-85b4-d17c489f4dbd,10330364200698,2021-03-30,21-74,AMENDMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10330364200698/1
d0036c2b-a5b1-5c2b-85b4-d17c489f4dbd,10329251941180,2021-03-29,21-74,AMENDMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10329251941180/1
d0036c2b-a5b1-5c2b-85b4-d17c489f4dbd,103290596104628,2021-03-29,21-74,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/103290596104628/1
d0036c2b-a5b1-5c2b-85b4-d17c489f4dbd,10226213356439,2021-02-26,21-74,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10226213356439/1
0f908c2d-6219-5ebc-b324-4d24af351c20,10330753726469,2021-03-30,20-390,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10330753726469/1
0f908c2d-6219-5ebc-b324-4d24af351c20,110578394265,2020-11-05,20-390,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/110578394265/1
0927b352-3f86-5e51-848f-bc9a30a1f23d,103290917407220,2021-03-29,21-198,APPLICATION,DISSEMINATED,
bf5d49e3-188b-58cb-8009-0bc2ed28cc60,10318046991368,2021-03-18,21-105,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10318046991368/1
826b45b4-4409-5e30-a3c3-c193da1d66cc,10314286885658,2021-03-15,19-100,MOTION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10314286885658/1
826b45b4-4409-5e30-a3c3-c193da1d66cc,104122394206435,2019-04-12,19-100,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/104122394206435/1
7c64d78a-b95b-50b8-b10d-548ef25673fe,10309328406608,2021-03-09,20-419,NOTICE OF EXPARTE,DISSEMINATED,https://www.fcc.gov/ecfs/document/10309328406608/1
7c64d78a-b95b-50b8-b10d-548ef25673fe,103052036207023,2021-03-05,20-419,REPLY TO COMMENTS,DISSEMINATED,https://www.fcc.gov/ecfs/document/103052036207023/1
7c64d78a-b95b-50b8-b10d-548ef25673fe,120925335830,2020-12-09,20-419,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/120925335830/1
f073c9b5-9c26-590c-a6e1-407b042d6b39,103032082124370,2021-03-03,16-196; 16-196,LETTER,DISSEMINATED,https://www.fcc.gov/ecfs/document/103032082124370/1
f073c9b5-9c26-590c-a6e1-407b042d6b39,102051535127633,2021-02-05,16-196,LETTER,DISSEMINATED,https://www.fcc.gov/ecfs/document/102051535127633/1
f073c9b5-9c26-590c-a6e1-407b042d6b39,10630063896174,2016-06-30,16-196,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10630063896174/1
f073c9b5-9c26-590c-a6e1-407b042d6b39,60001987157,2016-06-06,16-196,APPLICATION,DISSEMINATED,
f073c9b5-9c26-590c-a6e1-407b042d6b39,60001657586,2016-04-25,16-196,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/60001657586/1
8fc5ca04-5c49-5a4b-84fe-754f3b95fba9,10225157625807,2021-02-25,20-309,LETTER,DISSEMINATED,https://www.fcc.gov/ecfs/document/10225157625807/1
8fc5ca04-5c49-5a4b-84fe-754f3b95fba9,10205081209841,2021-02-05,20-309,OTHER,DISSEMINATED,https://www.fcc.gov/ecfs/document/10205081209841/1
8fc5ca04-5c49-5a4b-84fe-754f3b95fba9,1091680584367,2020-09-16,20-309,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1091680584367/1
61350cb5-66e5-5d8a-bfd7-ef3114033933,102241492403851,2021-02-24,21-1,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/102241492403851/1
61350cb5-66e5-5d8a-bfd7-ef3114033933,121716177929,2020-12-17,21-1,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/121716177929/1
38961d15-e31c-5dc1-a920-52a0ad0b0f26,10223038263136,2021-02-23,21-65,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10223038263136/1
9e4e6271-53d5-50e0-96fa-adda6cbe6f46,1022256072683,2021-02-22,21-64,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1022256072683/1
26460a63-8011-54d7-b2d5-90440dc4ca1b,10201951313033,2021-02-01,20-160,OTHER,DISSEMINATED,https://www.fcc.gov/ecfs/document/10201951313033/1
26460a63-8011-54d7-b2d5-90440dc4ca1b,10529142555296,2020-05-29,20-160,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10529142555296/1
8760bb83-a445-5863-badb-980ca4ef1e85,1012805318978,2021-01-28,21-33,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1012805318978/1
8d05f925-b6b1-5640-9e19-15e6b9bd1d75,1012711293587,2021-01-27,20-402,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/1012711293587/1
8d05f925-b6b1-5640-9e19-15e6b9bd1d75,112384440704,2020-11-23,20-402,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/112384440704/1
bd65deba-4545-5cfe-adf3-4f839ec925b2,101121548117841,2021-01-12,20-356,AMENDMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/101121548117841/1
bd65deba-4545-5cfe-adf3-4f839ec925b2,10301408107403,2020-10-30,20-356,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10301408107403/1
6d4fd825-995e-51bd-a6b2-2642fe46ccb2,122113059546,2020-12-21,20-350,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/122113059546/1
6d4fd825-995e-51bd-a6b2-2642fe46ccb2,1026731612301,2020-10-26,20-350,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1026731612301/1
030e3802-d71f-5ca3-8538-c3cf904bf63b,1209203765947,2020-12-09,20-418,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1209203765947/1
5a70baf9-f370-53f6-9ce7-0e65569b324e,1117433117085,2020-11-17,20-393,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1117433117085/1
1ac5ecf9-bb93-5056-a582-8f405a2e507f,1112203507063,2020-11-12,20-391,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1112203507063/1
dc3cebd9-c43e-5a05-a1e3-3bd126dfd295,11030506314236,2020-11-03,20-368,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/11030506314236/1
49d9f7b7-603b-562d-afa1-188661b63c07,1019228401582,2020-10-19,20-345,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1019228401582/1
84788864-37b4-5316-ac20-d2335620f1a8,1015252270006,2020-10-15,20-166,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/1015252270006/1
84788864-37b4-5316-ac20-d2335620f1a8,1093004571426,2020-09-30,20-166,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/1093004571426/1
84788864-37b4-5316-ac20-d2335620f1a8,106122556130841,2020-06-12,20-166,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/106122556130841/1
6a0829cc-0fe7-5024-b0f1-ada1c6ba0408,1008608204696,2020-10-08,20-336,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1008608204696/1
74cc3f92-99f6-5919-aa09-937029c33ed6,1092632218283,2020-09-26,20-315,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1092632218283/1
66f8054d-f13b-59ba-b242-30d8682ae4d9,10924942413894,2020-09-24,20-248,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10924942413894/1
66f8054d-f13b-59ba-b242-30d8682ae4d9,107282040330520,2020-07-28,20-248,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/107282040330520/1
eb12f3ec-57dc-5ce9-b833-8ac8191bfa82,10916981109283,2020-09-16,20-312,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10916981109283/1
cc7c2290-040f-5b6a-a1a4-b0504e2aa9c7,109090832306603,2020-09-09,20-297,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/109090832306603/1
4fde72ec-a868-5611-94a2-45828f0ea700,10904294598385,2020-09-04,20-308,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10904294598385/1
90ab7fed-0b89-58d9-b7cc-fd880fcd0d56,1082826499803,2020-08-28,21-235,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/1082826499803/1
90ab7fed-0b89-58d9-b7cc-fd880fcd0d56,108282584701044,2020-08-28,20-130,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/108282584701044/1
41e7c39b-146c-570c-ae46-fc862adefdee,1081014834153,2020-08-10,20-205; 18-12,PETITION FOR WAIVER,DISSEMINATED,https://www.fcc.gov/ecfs/document/1081014834153/1
70ba01f9-6e18-5349-8651-d2235bc8cc22,10806617002016,2020-08-06,20-131,SUPPLEMENT,DISSEMINATED,https://www.fcc.gov/ecfs/document/10806617002016/1
70ba01f9-6e18-5349-8651-d2235bc8cc22,10715185198162,2020-07-15,20-131,APPLICATION,DISSEMINATED,https://www.fcc.gov/ecfs/document/10715185198162/1
